-0.80200   -0.80200
-0.63680   -0.63680
-0.55340   -0.55340
-0.29300   -0.29300
0.40760    0.40760
-0.15460   -0.15460
-0.24820   -0.24820
-0.23060   -0.23060
-0.79260   -0.79260
1.10160    1.10160
0.53540    0.53540
-1.12300   -1.12300
0.23100    0.23100
-0.43100   -0.43100
-0.36640   -0.36640
-0.38800   -0.38800
0.78620    0.78620
-0.95320   -0.95320
-0.33260   -0.33260
0.98220    0.98220
-0.37220   -0.37220
-0.57960   -0.57960
1.44000    1.44000
-0.30120   -0.30120
-0.51300   -0.51300
0.77800    0.77800
0.00280    0.00280
-0.73280   -0.73280
0.24140    0.24140
-0.26120   -0.26120
-0.76420   -0.76420
0.35640    0.35640
-0.81000   -0.81000
-0.02060   -0.02060
-0.52420   -0.52420
0.45280    0.45280
-0.55860   -0.55860
0.38440    0.38440
0.15960    0.15960
2.25420    2.25420
1.28720    1.28720
-0.49460   -0.49460
0.88860    0.88860
0.39520    0.39520
0.56360    0.56360
-0.16460   -0.16460
-0.08340   -0.08340
-0.42680   -0.42680
0.48720    0.48720
-0.09520   -0.09520
-0.84900   -0.84900
0.51620    0.51620
1.74760    1.74760
0.98440    0.98440
-0.15280   -0.15280
-0.28120   -0.28120
0.01740    0.01740
-0.36120   -0.36120
-0.15800   -0.15800
0.83920    0.83920
-0.52640   -0.52640
0.78640    0.78640
0.26980    0.26980
-0.04700   -0.04700
-0.54300   -0.54300
-0.13560   -0.13560
-0.39640   -0.39640
-0.58940   -0.58940
1.28640    1.28640
1.05440    1.05440
0.64120    0.64120
-1.49000   -1.49000
-1.38080   -1.38080
-0.64760   -0.64760
-0.03840   -0.03840
-0.26660   -0.26660
-0.33440   -0.33440
-0.71400   -0.71400
-0.14140   -0.14140
1.65660    1.65660
2.06000    2.06000
-0.28380   -0.28380
3.05680    3.05680
0.22480    0.22480
0.57920    0.57920
1.42120    1.42120
-0.46220   -0.46220
-0.43340   -0.43340
1.70740    1.70740
1.55800    1.55800
0.64160    0.64160
0.30360    0.30360
-0.03260   -0.03260
-0.86260   -0.86260
-0.06120   -0.06120
-0.76740   -0.76740
-0.40640   -0.40640
0.37800    0.37800
0.15980    0.15980
-0.08460   -0.08460
0.59840    0.59840
0.50440    0.50440
-0.62420   -0.62420
0.70560    0.70560
-0.23020   -0.23020
-0.83020   -0.83020
0.00440    0.00440
-0.62860   -0.62860
-0.03280   -0.03280
-0.23640   -0.23640
1.29820    1.29820
0.01780    0.01780
-1.17800   -1.17800
1.40380    1.40380
0.90420    0.90420
0.94000    0.94000
-0.34460   -0.34460
0.14700    0.14700
-0.20980   -0.20980
1.10860    1.10860
1.10980    1.10980
-0.18120   -0.18120
-0.11740   -0.11740
-0.15160   -0.15160
-0.49320   -0.49320
-0.34600   -0.34600
0.85280    0.85280
-0.01000   -0.01000
0.05120    0.05120
-0.37500   -0.37500
-0.30520   -0.30520
0.48900    0.48900
0.00620    0.00620
0.36080    0.36080
0.28720    0.28720
-0.48420   -0.48420
-0.07980   -0.07980
-0.82120   -0.82120
-0.75540   -0.75540
-0.28980   -0.28980
0.55280    0.55280
-0.45580   -0.45580
0.14080    0.14080
0.84060    0.84060
1.30420    1.30420
0.47020    0.47020
0.27300    0.27300
0.40160    0.40160
0.06660    0.06660
0.31560    0.31560
0.13460    0.13460
1.07420    1.07420
-0.11880   -0.11880
0.12420    0.12420
1.35240    1.35240
0.02060    0.02060
-0.49660   -0.49660
-0.19360   -0.19360
-0.09000   -0.09000
0.11980    0.11980
-0.45080   -0.45080
0.21820    0.21820
-0.50660   -0.50660
-0.28720   -0.28720
0.79060    0.79060
-0.78240   -0.78240
-1.18480   -1.18480
-0.10200   -0.10200
1.21400    1.21400
0.70280    0.70280
-0.30420   -0.30420
-0.48160   -0.48160
-0.38460   -0.38460
0.35320    0.35320
-0.87420   -0.87420
-0.26220   -0.26220
0.01260    0.01260
-0.26400   -0.26400
0.98840    0.98840
-0.87440   -0.87440
0.02740    0.02740
0.29140    0.29140
-0.60200   -0.60200
0.31240    0.31240
-0.79920   -0.79920
-0.63500   -0.63500
-0.17860   -0.17860
-0.66820   -0.66820
-0.15840   -0.15840
1.54820    1.54820
0.25440    0.25440
0.86340    0.86340
0.69720    0.69720
0.56400    0.56400
0.89740    0.89740
0.07880    0.07880
1.04100    1.04100
-1.38680   -1.38680
-0.08080   -0.08080
0.36000    0.36000
0.74200    0.74200
0.35740    0.35740
-0.20340   -0.20340
1.38660    1.38660
-2.08760   -2.08760
-0.14020   -0.14020
-0.28660   -0.28660
0.33800    0.33800
0.38420    0.38420
1.78300    1.78300

0.70800   -1.01160
-0.16440   -0.56020
0.20740   -0.55260
-0.38080   -0.63740
0.33900    0.13520
-0.05220    0.06240
-0.34300   -1.82700
0.60840    1.57100
0.42800   -0.32140
-0.03220   -0.87000
0.06140   -1.09180
-0.35580   -1.05600
0.40060   -0.85020
0.51980   -1.28340
-0.22840    0.48400
0.45300   -0.34680
0.21080   -0.68960
0.26880   -1.17860
0.47200    0.27640
0.27560   -1.11900
0.08620    0.33200
0.67020    0.58900
1.38320    1.05380
-0.14240    0.06380
0.27520    0.94100
0.74340   -0.88140
-0.05200   -0.94360
-0.21740    0.07900
-0.31580   -1.02640
-0.52640   -0.41080
0.17660    0.14220
-0.31540   -0.09980
-0.39720   -0.31060
0.27340   -0.63240
0.03120    1.61160
-0.15220   -0.02800
-0.26400    0.14320
0.58580    0.92980
-0.73840   -0.83100
0.75440    0.06420
0.50860    0.41120
0.05040    0.03740
0.75680    0.32900
-0.03080    0.55660
-0.26260   -0.38200
-0.08740    0.02680
-0.26660   -0.62840
-0.45700   -0.98120
0.21500    0.30560
-0.20520   -0.12900
-0.19780   -0.90940
-0.32660   -0.31840
-0.26600   -0.73920
0.25540   -0.64160
-0.19780    0.02180
-0.17840    0.38560
-0.25820    0.24840
0.35840    0.19920
0.14200    0.11580
0.19220    0.57580
-0.32060    1.77420
-0.28540   -0.40460
-0.11800    0.18100
-0.34960   -1.77460
-0.69620   -0.31740
